domain,status,label,detail,timestamp
myaccel.blue,malicious,"钓鱼网站,垃圾邮件,C2服务器",域名存在Whois信息缺失、DNS解析异常、邮件安全配置缺失及SSL证书状态异常等多维度风险，且无法正常访问网站内容，高度疑似用于钓鱼攻击或恶意通信,2025-08-13 16:45:18
u6.bhahkt1.sa.com,malicious,"钓鱼网站, 僵尸网络, C2服务器",域名存在Whois隐私保护、无历史DNS记录、可疑字符结构、连接超时及IP归属不明等异常特征，高度疑似用于隐蔽通信或恶意活动跳板。,2025-08-13 16:46:49
nicoletapedestru.co.uk,benign,-,域名未发现明确恶意行为，但存在注册信息隐藏、邮件安全配置缺失等潜在风险，需进一步监控。,2025-08-13 16:48:24
mflowthai.sbs,malicious,"钓鱼网站, 垃圾邮件","域名存在异常状态（clientHold、pendingDelete）、DNS解析失败、缺乏邮件安全配置（SPF/DMARC/DKIM缺失）、隐私信息隐藏、历史IP指向未知网络（Nigeria, ASNone），综合判断存在高风险恶意行为可能性。",2025-08-13 16:49:47
c2.atomdata.xyz,malicious,"C2服务器,僵尸网络",域名包含C2前缀且DGA检测为恶意，结合隐私保护异常、域名锁定状态及缺乏安全记录，高度疑似用于恶意控制服务器,2025-08-13 16:51:13
howwasthetea.ddns.net,malicious,"垃圾邮件, 钓鱼网站",域名存在DGA检测阳性、DNS解析缺失、无历史记录、SPF指向动态DNS服务商且缺乏邮件验证机制等高风险特征，动态DNS服务常被用于隐藏真实IP并关联恶意活动。,2025-08-13 16:52:11
dwdwpld.pages.dev,malicious,钓鱼网站,Cloudflare标记为疑似钓鱼网站，且存在Whois信息缺失、邮件安全配置缺失、SSL证书时间异常等高风险特征。,2025-08-13 16:53:20
www.techgeeks.org,malicious,"C2服务器, 垃圾邮件, 僵尸网络",域名存在隐私信息隐藏、DNS历史频繁变更、邮件安全记录缺失、SSL证书覆盖不全及域名锁定等异常特征，结合网站无法访问的情况，高度疑似用于隐蔽的恶意活动。,2025-08-13 16:54:50
frozi.cc,benign,-,域名虽存在注册信息缺失、邮件安全配置不全等异常特征，但DGA检测结果为合法，且无明确恶意行为证据，暂无法判定为恶意域名。,2025-08-13 16:56:22
viadeo.best,malicious,"钓鱼网站, 垃圾邮件",域名存在隐私保护异常、DNS解析故障、邮件安全配置缺失、短期注册限制转移等高风险特征，且无法正常解析可能用于仿冒原版Viadeo诱导用户输入敏感信息,2025-08-13 16:57:48
smtp261.storeroom-headgear.com,malicious,"垃圾邮件, 僵尸网络, API滥用",域名存在注册信息缺失、DNS解析异常、邮件安全配置缺失及SSL证书缺失等高风险特征，且其提供的API服务可能被用于DDoS攻击或数据爬取，存在被滥用为恶意活动基础设施的显著风险。,2025-08-13 16:58:54
timconnorscoach.com,malicious,"钓鱼网站, 垃圾邮件",域名存在DNS解析异常、邮件安全配置缺失（MX/SPF/DMARC/DKIM未配置）、SSL证书过期、隐私信息隐藏及锁定状态等高风险特征，且网站内容为无明确业务信息的托管服务页面，存在被用于钓鱼或垃圾邮件的潜在风险。,2025-08-13 17:00:14
pring.cloud.swtest.ru,benign,-,该域名存在邮件安全配置缺失、SSL证书缺失及潜在的DNS集中控制风险，但未发现明确的恶意行为或直接关联的恶意活动。,2025-08-13 17:01:22
www.mdtech.com.bo,benign,-,域名虽存在Whois信息缺失、邮件安全配置缺失及DNS解析异常等风险，但网站内容显示为合法工业技术服务公司，无直接恶意行为证据，且DGA检测结果为合法。,2025-08-13 17:02:43
cloudflare.blazing-cloud.com,malicious,钓鱼网站,域名存在注册信息异常、DNS解析失败、缺乏邮件安全配置、SSL证书异常及被Cloudflare标记为疑似钓鱼网站等多重风险特征。,2025-08-13 17:03:47
graceparkhawthornclub.com,malicious,"钓鱼网站,C2服务器",域名存在DGA特征、注册信息缺失、IP地理位置矛盾、邮件安全措施缺失及SSL证书异常，且网站无法访问，高度疑似用于钓鱼或作为恶意C2服务器。,2025-08-13 17:05:31
amnesty.org,benign,-,域名属于国际特赦组织（非营利机构），基础设施稳定且使用主流云服务，无恶意行为特征，当前无法访问更可能为临时网络问题。,2025-08-13 18:33:12
lazada.sg,benign,-,域名属于合法电商平台，IP分布合理，业务模块正常，无明确恶意行为证据。,2025-08-13 18:34:31
hawaii.edu,benign,-,域名由夏威夷大学系统官方管理，用于教育服务和信息公开，无恶意行为迹象。,2025-08-13 18:47:17
in.th,malicious,钓鱼网站,域名存在Whois信息缺失、DNS解析异常、历史DNS分析失败及SSL证书查询失败等多项风险特征，符合钓鱼网站的典型行为模式。,2025-08-13 18:48:41
unl.edu,benign,-,域名属于内布拉斯加大学林肯分校官方教育机构，无恶意行为特征，SSL证书查询失败为服务端问题，网络基础设施正常。,2025-08-13 18:49:38
sitemaps.org,benign,-,域名由微软官方持有且SSL证书可信，解析指向微软Azure云服务，网站内容为合法的SEO相关协议规范，无恶意行为迹象。,2025-08-13 18:51:06
prweb.com,benign,-,域名属于合法的新闻稿发布服务平台，DGA检测结果为良性，SSL证书异常可能为配置错误而非恶意行为，网站内容无直接恶意证据。,2025-08-13 18:52:04
dreamhost.com,benign,-,域名属于合法的网站托管服务商，DNS配置复杂性及安全措施符合正规企业特征，未发现恶意行为或安全风险,2025-08-13 18:54:06
adweek.com,benign,-,域名 'adweek.com' 为合法媒体平台，SSL证书信息虽存在有效期异常，但未发现恶意行为；IP地址规模较大但未显示安全威胁；网站内容正常，无钓鱼或恶意链接迹象。,2025-08-13 18:55:51
wunderground.com,benign,-,域名使用知名CDN服务且DGA检测结果为良性，无明确恶意行为证据，内容限制可能由地区合规或测试环境导致。,2025-08-13 18:57:00
dynadot.com,benign,-,DGA检测结果为良性，但解析信息分析和网站内容分析未能完成，无法进一步确认。,2025-08-13 19:04:40
akamaihd.net,benign,-,所有信息均符合Akamai Technologies的正常运营特征，无异常SSL证书或恶意活动迹象。,2025-08-13 19:06:02
disney.com,benign,-,域名通过DGA检测且无恶意行为特征，解析信息、SSL证书及网站内容均符合官方合法网站特征，安全风险属于常规业务风险而非恶意行为,2025-08-13 19:08:18
b-cdn.net,benign,-,域名b-cdn.net属于合法CDN服务商Bunny.net，DGA检测结果为良性，解析信息显示其为正常CDN托管服务，SSL问题为临时性服务故障，无直接恶意行为证据。,2025-08-13 19:09:23
mega.nz,benign,-,域名属于知名云存储服务Mega，服务器集群和SSL证书异常可能为数据错误或正常业务需求，无明确恶意行为证据。,2025-08-13 19:11:18
page.link,benign,-,域名解析至Google IP并使用Google颁发的SSL证书，且DGA检测结果为合法，未发现明确恶意行为。,2025-08-13 19:13:10
pinimg.com,benign,-,域名使用主流CDN服务（Akamai/AWS），SSL证书由DigiCert颁发且与pinterest.com存在关联，基础设施特征符合合法服务的典型模式，暂无明确恶意行为证据。,2025-08-13 19:14:31
osha.gov,benign,-,域名osha.gov为美国政府官方机构网站，使用Akamai CDN和Let's Encrypt SSL证书，DGA检测结果为legit，无恶意行为特征。,2025-08-13 19:15:57
rottentomatoes.com,benign,-,域名属于合法娱乐内容平台Rotten Tomatoes，使用Akamai CDN，未发现恶意行为或安全威胁,2025-08-13 19:17:39
epicgames.com,benign,-,域名基础设施分布、DNS记录特征及历史稳定性均符合正常企业服务特征，未发现典型恶意行为指标，SSL证书异常为临时服务问题，网站内容要求启用JavaScript和Cookie属于常见前端技术需求。,2025-08-13 19:18:51
patch.com,benign,-,域名属于合法的本地化新闻服务平台，无明确恶意行为证据，DGA检测结果为合法，内容分析未发现直接恶意特征。,2025-08-13 19:20:01
vt.edu,benign,-,域名属于合法教育机构，无恶意行为证据，SSL证书过期为管理问题而非恶意特征。,2025-08-13 19:22:31
accuweather.com,benign,-,域名通过DGA检测且被确认为合法天气服务，DNS配置复杂性符合大型网站特征，SSL证书信息缺失未发现恶意行为，网站内容分析显示无钓鱼或恶意迹象。,2025-08-13 19:24:00
brown.edu,benign,-,域名属于布朗大学官方教育机构，解析信息正常，无恶意行为特征，DGA检测结果为合法，网站内容无异常。,2025-08-13 19:25:27
ups.com,benign,-,域名解析、IP归属及业务用途均正常，SSL证书异常可能为历史配置错误，未发现明确恶意行为证据。,2025-08-13 19:27:50
symantec.com,benign,-,域名属于知名安全厂商赛门铁克，解析记录显示为历史业务整合及合法子域名，无恶意行为特征，SSL证书异常可能为临时服务问题，网站内容合规且用途明确。,2025-08-13 19:28:56
ssa.gov,benign,-,域名属于美国政府官方机构（SSA），采用高安全等级SSL证书，托管于可信云服务提供商，无恶意行为特征或威胁情报关联。,2025-08-13 19:30:30
timesofisrael.com,benign,-,域名属于合法新闻媒体《The Times of Israel》，使用正规CDN服务和SSL证书，无明确恶意行为证据，当前访问限制可能由Cloudflare误封或安全策略导致。,2025-08-13 19:31:57
cuny.edu,benign,-,DGA检测结果为legit，且域名属于合法教育机构，解析信息中的多IP分布和长TTL可能为正常业务配置，网站404错误更可能为服务器配置问题而非恶意行为。,2025-08-13 19:33:10
in.net,benign,-,尽管存在Whois信息缺失和域名状态异常等潜在风险，但当前DNS解析指向可信云服务商，且DGA检测结果为合法，无明确恶意行为证据。,2025-08-13 19:35:40
lazada.vn,benign,-,域名属于合法电商平台Lazada越南分站，基础设施使用正规CDN和AWS服务，SSL证书问题为配置矛盾而非恶意行为，网站功能符合正常电商运营特征。,2025-08-13 19:37:25
discovery.com,benign,-,域名通过DGA检测且无恶意行为迹象，子域名分布和SSL证书问题属于常规配置风险，未发现与恶意活动直接关联的证据。,2025-08-13 19:40:29
gatech.edu,benign,-,域名属于佐治亚理工学院官方站点，DNS解析正常且符合高校机构特征，未发现恶意行为或安全威胁,2025-08-13 19:42:04
msnbc.com,benign,-,域名msnbc.com为合法新闻媒体平台，无恶意行为证据，IP解析正常且使用主流CDN服务，SSL证书有效，内容符合新闻资讯用途。,2025-08-13 19:43:30
sba.gov,benign,-,DGA检测结果为合法，且域名符合政府机构常见命名规范，当前403错误可能由服务器配置或安全策略引发，未发现明确恶意行为特征。,2025-08-13 19:45:05
rsc.org,benign,-,域名属于英国皇家化学学会，无恶意行为证据，DNS/SSL配置符合正规机构特征，内容合法且无安全威胁,2025-08-13 19:46:47
xkcd.com,benign,-,域名 xkcd.com 为合法漫画网站，无恶意内容、钓鱼行为或 C2 服务器特征，DNS 配置复杂但符合正常负载均衡和 CDN 加速需求，SSL 证书信息未获取但不影响整体判断。,2025-08-13 19:48:50
fr.linkedin.com,benign,-,域名属于LinkedIn官方企业服务页面，长期稳定注册且解析记录显示正常业务使用，无恶意行为特征。,2025-08-13 19:49:55
japantimes.co.jp,benign,-,域名属于合法媒体公司，DGA检测为良性，无明确恶意行为特征，SSL证书异常及Whois信息不完整可能为技术配置问题，未发现直接恶意证据。,2025-08-13 19:51:57
douyin.com,benign,-,域名符合大型企业正常网络架构特征，SSL证书合法有效，DGA检测结果为良性，无明确恶意行为证据。,2025-08-13 19:53:14
wp.me,benign,-,域名属于合法商业用途的WordPress.com平台，无明确恶意行为证据，SSL证书问题为技术配置问题，非恶意特征。,2025-08-13 19:54:24
edx.org,benign,-,域名属于知名在线教育平台edX，IP归属主流云服务商，协议支持正常，无恶意行为特征。,2025-08-13 19:55:52
waze.com,benign,-,域名解析符合多区域负载均衡特征，SSL证书异常可能为临时网络问题，网站内容为合法导航服务且无明确恶意行为证据。,2025-08-13 19:57:31
mercurynews.com,benign,-,域名IP分布符合CDN特征（如Akamai），且DGA检测结果为legit，无明确恶意行为迹象。SSL证书查询失败可能由临时网络问题导致，未发现恶意域名典型特征。,2025-08-13 19:59:05
findlaw.com,benign,-,域名通过正规CDN服务优化流量，SSL证书问题为临时查询异常，网站内容要求启用JavaScript/Cookies属于常见前端交互配置，未发现明确恶意行为特征。,2025-08-13 20:00:31
lse.ac.uk,benign,-,域名属于伦敦政治经济学院（LSE），资产分布、云服务使用及DNS配置均符合正规教育机构特征，无恶意行为迹象。,2025-08-13 20:02:05
pypi.org,benign,-,域名属于Python官方包仓库PyPI，用途明确且安全机制完善，DGA检测结果为合法，无恶意行为特征。,2025-08-13 20:03:23
rs6.net,benign,-,域名rs6.net属于Constant Contact公司，用于合法的电子邮件营销服务，DNS记录和SSL证书问题未发现直接恶意证据，潜在风险为合法业务场景下的安全注意事项而非域名本身恶意行为。,2025-08-13 20:04:23
politico.eu,benign,-,域名解析记录显示其使用主流云服务商（Adobe、Amazon、Rackspace）的IP地址，CNAME记录指向Adobe Analytics服务，DGA检测结果为合法，无明确恶意行为特征。,2025-08-13 20:05:40
laracasts.com,benign,-,域名通过DGA检测（结果为legit），DNS记录显示长期稳定使用Cloudflare等可信服务，SSL证书由Google Trust Services颁发且有效，无异常解析行为或恶意特征。,2025-08-13 20:06:37
yolasite.com,benign,-,域名通过Cloudflare代理且DGA检测结果为legit，无明确恶意行为证据，SSL证书异常可能由Cloudflare中间证书导致，当前信息不足以支持恶意判定。,2025-08-13 20:08:24
irishtimes.com,benign,-,域名属于合法新闻媒体，基础设施使用主流CDN和云服务，无恶意行为证据，内容合规且无安全威胁,2025-08-14 09:03:41
mcgill.ca,benign,-,域名属于麦吉尔大学官方教育平台，子域名用途正常，无直接恶意迹象，DGA检测结果为合法。,2025-08-14 09:05:20
justia.com,benign,-,域名使用AWS基础设施和合法SSL证书，无DGA特征，当前访问异常由配置错误导致，未发现明确恶意行为,2025-08-14 09:06:34
sfu.ca,benign,-,域名属于合法教育机构Simon Fraser University，无恶意内容且通过DGA检测，安全风险可控。,2025-08-14 09:08:24
gitbook.io,benign,-,域名通过Cloudflare进行CDN加速和DNS解析是常见合法行为，DGA检测结果为legit，无明确恶意行为证据，网站访问异常可能由网络或安全软件导致，无法直接判定为恶意。,2025-08-14 09:10:16
space.com,benign,-,域名由合法媒体平台运营，网络基础设施使用主流CDN服务，DGA检测结果为良性，无明确恶意行为证据。,2025-08-14 09:11:48
wufoo.com,benign,-,域名属于已知的合法在线表单工具服务，长期稳定使用且无DGA恶意特征，子域名用途符合业务需求。,2025-08-14 09:13:25
answers.com,benign,-,域名通过DGA检测且无恶意行为特征，网络架构复杂但符合大型CDN服务特征，网站功能为合法问答社区，虽存在安全建议项但无明确恶意行为证据。,2025-08-14 09:15:17
com.com,benign,-,域名解析记录显示为Cloudflare代理IP且SSL证书查询失败可能为临时配置，网站内容依赖JavaScript和cookies属于常见前端交互需求，未发现明确恶意行为特征。,2025-08-14 09:16:55
thestar.com,benign,-,域名使用AWS Route 53等正规服务，DGA检测结果为legit，无明确恶意行为证据，CNAME异常可能为配置错误而非恶意行为。,2025-08-14 09:18:47
ctvnews.ca,benign,-,域名属于加拿大知名新闻媒体平台，服务器分布合理，无DGA恶意特征，安全风险为常规媒体网站常见问题，无明确恶意行为证据。,2025-08-14 09:20:15
investing.com,benign,-,域名使用Cloudflare CDN和IPv6技术，DGA检测结果为合法，无明确恶意行为特征。,2025-08-14 09:21:27
videolan.org,benign,-,域名属于合法开源项目VideoLAN，无恶意行为，SSL证书覆盖不全和DNS记录时效性问题属于正常维护范畴，未发现直接安全威胁。,2025-08-14 09:23:01
federalregister.gov,benign,-,域名由美国政府机构GPO管理，使用正规CDN和AWS服务，SSL证书合法有效，网站内容为官方联邦法规发布平台，无恶意行为迹象。,2025-08-14 09:24:21
ja.wikipedia.org,benign,-,域名由可信注册商管理，注册信息与维基媒体基金会一致，DNS解析正常且历史记录稳定，无明显恶意特征。,2025-08-14 09:25:46
foxbusiness.com,benign,-,域名属于合法新闻媒体平台，无恶意行为迹象，基础设施正常且内容无明显恶意特征。,2025-08-14 09:27:17
apachelounge.com,benign,-,域名未发现明确恶意行为，DGA检测结果为合法，DNS配置复杂性可能源于服务器迁移或负载均衡，SSL证书问题可能为技术性障碍而非恶意特征。,2025-08-14 09:28:51
outlookindia.com,benign,-,域名使用长期稳定IP、合法SSL证书且DGA检测为良性，服务器分布合理，无明确恶意行为证据。,2025-08-14 09:30:29
figma.com,benign,-,域名属于合法设计工具服务，基础设施分布合理，SSL证书正常，无恶意行为迹象。,2025-08-14 09:31:47
cwi.nl,benign,-,域名属于合法科研机构，无直接恶意行为，DGA检测为良性且网站内容无商业或恶意用途迹象。,2025-08-14 09:32:58
miibeian.gov.cn,malicious,"钓鱼网站, 仿冒网站",域名结构与官方备案系统高度相似且无法解析，存在钓鱼和仿冒风险，同时缺失SSL证书导致信息传输不安全。,2025-08-14 09:33:56
phpbb.com,benign,-,DGA检测结果为legit，IP地址长期稳定且由可信机构提供服务，SSL证书有效且由Let's Encrypt颁发，子域名活跃性符合正常业务需求，无明确恶意行为证据。,2025-08-14 09:35:12
jimdosite.com,benign,-,域名解析异常可能由DNS配置错误或未上线导致，但DGA检测结果为良性，且存在正常商业服务（如Cloudflare托管、Google SSL证书）及常规网络连接行为，未发现明确恶意特征。,2025-08-14 09:36:38
staticflickr.com,malicious,钓鱼网站,域名无法解析且可能为假冒Flickr子域名，存在钓鱼攻击或恶意资源托管风险,2025-08-14 09:49:39
hbs.edu,benign,-,域名属于哈佛商学院官方网站，用途合法且无恶意行为迹象，DGA检测为良性且网站内容与官方信息一致。,2025-08-14 09:51:02
unfccc.int,benign,-,域名通过正规CDN服务部署，多地区托管符合国际组织常见架构，DGA检测结果为合法且无明确恶意行为特征,2025-08-14 09:52:24
squid-cache.org,benign,-,域名通过多地域DNS配置实现全球化服务，SSL证书问题为管理疏漏而非恶意行为，DGA检测结果为良性且无明确恶意特征。,2025-08-14 09:53:30
qcloud.com,benign,-,域名属于腾讯云官方服务，DNS记录和SSL证书均符合正规企业部署特征，网站内容无恶意迹象且DGA检测结果为良性。,2025-08-14 09:54:49
genius.com,benign,-,域名基础设施使用主流云服务（AWS/Cloudflare），DGA检测结果为合法，未发现明确恶意行为证据，SSL证书异常可能为测试配置或数据错误，网站无法访问可能由本地网络策略或服务器配置问题导致，暂无足够证据指向恶意用途。,2025-08-14 09:55:51
herokuapp.com,benign,-,域名 herokuapp.com 是 Heroku 平台的合法子域名，用于托管用户部署的应用程序，未发现明确的恶意行为或安全威胁。,2025-08-14 10:00:07
ow.ly,benign,-,域名ow.ly的DNS记录显示其托管于亚马逊AWS，无DGA特征，且CNAME记录指向正常服务（如静态资源、官网别名），SSL证书查询失败可能为工具限制，无明确恶意行为证据。,2025-08-14 10:01:36
map.baidu.com,benign,-,域名DNS配置符合大型企业负载均衡和服务分发的常见模式，DGA检测结果为良性，且无明确恶意行为特征（如C2服务器、钓鱼网站等）,2025-08-14 10:02:43
ntp.org,benign,-,域名属于合法的NTP技术项目，无恶意内容且通过多维度分析验证其技术合法性,2025-08-14 10:04:04
doxygen.nl,benign,-,域名属于官方开源项目Doxygen的官方网站，DNS配置复杂性为正常企业级安全策略，无恶意行为迹象，SSL证书问题为管理疏忽而非安全风险，网站内容无钓鱼或恶意代码。,2025-08-14 10:05:15
slatic.net,benign,-,域名IP分布于全球且使用Akamai CDN，DGA检测结果为legit，无明确恶意行为证据。,2025-08-14 10:06:14
cnil.fr,benign,-,域名属于法国官方机构CNIL的合法网站，解析信息显示正常运维操作，SSL证书用于非生产环境，无恶意行为迹象。,2025-08-14 10:07:43
clinicaltrials.gov,benign,-,域名由美国国立卫生研究院（NIH）官方运营，采用标准安全配置（多IP负载均衡、通配符SSL证书），无恶意行为证据，DGA检测结果为合法。,2025-08-14 10:08:41
lazada.com,benign,-,域名属于阿里巴巴旗下合法电商平台，网络架构依赖阿里巴巴基础设施，子域名解析正常，无明确恶意行为证据。,2025-08-14 10:09:51
insider.com,benign,-,域名属于合法新闻媒体网站，无恶意行为证据，SSL证书异常可能由网络问题导致，未发现C2服务器、钓鱼网站等恶意特征。,2025-08-14 10:11:25
asso.fr,malicious,钓鱼网站,域名解析异常、SSL证书不可用及长期注册状态异常，结合无法获取网站内容，存在伪装或钓鱼行为的高风险。,2025-08-14 10:12:18
philips.com,benign,-,域名属于飞利浦官方企业网站，无恶意内容，SSL证书过期及解析数据异常为技术管理问题，不构成恶意行为。,2025-08-14 10:13:42
redcross.org,benign,-,域名属于合法公益机构美国红十字会，无恶意内容，DGA检测为合法且网站用途明确，安全风险属于常规合规问题而非恶意行为。,2025-08-14 10:15:09
gob.pe,benign,-,域名属于秘鲁政府机构常用后缀，DGA检测结果为合法，尽管存在DNS解析和安全配置问题，但未发现明确恶意行为证据。,2025-08-14 10:15:59
codepen.io,benign,-,域名使用AWS云服务基础设施符合正常网站特征，DGA检测结果为legit，SSL证书异常可能为数据错误而非恶意行为，网站交互需求为正常功能设计,2025-08-14 10:17:28
oregonstate.edu,benign,-,域名属于俄勒冈州立大学官方教育机构，无恶意用途，DGA检测结果为合法，网络资产分布和网站内容均符合正规教育机构特征。,2025-08-14 10:18:53
worldcat.org,benign,-,域名由OCLC合法运营，用于学术图书馆服务，DGA检测结果为合法，SSL查询失败可能由网络或服务器状态导致，无直接安全风险证据。,2025-08-14 10:20:32
toutiao.com,benign,-,域名属于合法运营的知名新闻平台，无恶意行为特征，DGA检测结果为良性且无明确恶意类型关联,2025-08-14 10:22:12
aka.ms,benign,-,该域名疑似微软内部工具，强制要求通过企业VPN访问，符合企业内部系统安全策略，未发现明确恶意行为证据。,2025-08-14 10:35:21
wikidot.com,benign,-,域名基础设施稳定且SSL证书有效，网站为合法维基托管服务，无明确恶意行为证据。,2025-08-14 10:36:41
ec-lyon.fr,benign,-,域名解析信息显示多服务器部署及正常服务配置，SSL证书使用Let's Encrypt且无明显异常，DGA检测结果为良性，未发现明确恶意行为特征。,2025-08-14 10:38:31
e-recht24.de,benign,-,域名属于合法运营的互联网法律服务平台，无恶意行为迹象，IP变更和SSL证书时间异常可由正常业务需求解释。,2025-08-14 10:39:48
routledge.com,benign,-,域名由知名学术出版商Routledge持有，使用主流CDN和云服务提供商（Cloudflare/Amazon），DGA检测结果为合法，无明确恶意行为特征。,2025-08-14 10:41:16
buzzsprout.com,benign,-,域名未被检测到使用DGA算法，DNS记录显示其作为DNS服务提供商的正常用途，无明显恶意行为迹象。,2025-08-14 10:42:15
zlib.net,benign,-,域名 'zlib.net' 是一个知名的开源数据压缩库项目，具有良好的维护记录、SSL证书配置正常，且DGA检测结果为合法，无明显恶意行为迹象。,2025-08-14 10:43:18
fema.gov,benign,-,域名属于美国政府官方机构，SSL证书有效，CDN服务正常，无恶意行为证据。,2025-08-14 10:44:28
tradingview.com,benign,-,域名属于合法金融数据平台，DGA检测结果为良性，SSL证书异常可能为配置错误，无恶意行为特征。,2025-08-14 10:46:00
google.com.br,benign,-,域名解析和SSL证书查询异常可能由历史配置错误或临时网络问题导致，但未发现明确恶意行为，且网站内容分析确认为Google合法巴西站点。,2025-08-14 10:47:27
squareup.com,benign,-,域名属于知名支付平台Square的官方网站，DNS记录符合企业级负载均衡部署特征，DGA检测结果为良性且无恶意行为证据。,2025-08-14 10:48:40
purl.org,benign,-,域名由合法机构Internet Archive托管，SSL证书问题为管理疏忽而非恶意行为，网站用途为合法存档服务，无恶意活动迹象。,2025-08-14 10:50:41
verywellhealth.com,benign,-,域名使用正规CDN服务且历史稳定，SSL证书由可信机构颁发，DGA检测结果为良性，网站潜在风险属于常规配置问题而非恶意行为。,2025-08-14 10:52:26
thehindu.com,benign,-,DGA检测结果为'legit'，且域名解析信息显示使用主流CDN服务（如Cloudflare、Akamai）及正规SSL证书（Let's Encrypt），无明显恶意特征。,2025-08-14 10:53:33
pinterest.co.uk,benign,-,域名DNS配置合规、SSL证书由可信机构颁发且覆盖范围合理，未发现恶意行为特征，且DGA检测结果为良性。,2025-08-14 10:54:52
thenextweb.com,benign,-,域名使用正规CDN服务商且DGA检测结果为良性，403错误可能由服务器配置问题导致，未发现明确恶意行为证据。,2025-08-14 10:56:40
thawte.com,benign,-,域名属于知名证书颁发机构Thawte，SSL证书配置问题及第三方服务依赖属于合规性或配置疏忽，未发现直接恶意行为证据。,2025-08-14 10:57:52
boutell.co.uk,benign,-,域名无DGA特征，SSL证书有效，DNS解析稳定，历史记录未发现恶意IP或异常活动，网站内容为合法金融业务，虽存在高利率风险但无明确恶意行为,2025-08-14 10:59:00
infoabilify.com,malicious,"钓鱼网站, C2服务器",域名存在Whois信息缺失、DNS服务器异常切换、域名锁定状态等高风险特征，结合SSL证书正常但无法排除隐蔽恶意活动的可能性，综合判断存在钓鱼及恶意流量中转风险。,2025-08-14 11:06:59
thenational.scot,benign,-,域名解析显示多云服务提供商部署且存在合法SSL证书，DGA检测结果为良性，无明确恶意行为证据。,2025-08-14 11:08:35
unibet.com,benign,-,域名解析信息显示与正常业务服务关联，DGA检测结果为合法，SSL证书问题可能为配置错误而非恶意行为,2025-08-14 11:10:12
cox.com,benign,-,域名通过DGA检测（结果为legit），且关联IP和ASN信息显示为Cox Communications等合法网络基础设施，网站被Incapsula拦截属于正常安全防护行为，无明确恶意特征。,2025-08-14 11:11:46
oke.zone,benign,-,域名DNS配置复杂但无恶意特征，SSL证书可信且网站依赖正常前端交互功能，无明确恶意行为证据。,2025-08-14 11:13:19
jove.com,benign,-,域名托管于AWS且使用常见第三方服务（如HubSpot、Cloudflare），DNS解析正常，无明确恶意行为特征，403错误可能由服务器配置或权限限制导致，未发现直接恶意证据。,2025-08-14 11:14:49
mp.br,malicious,"C2服务器, 僵尸网络",域名存在Whois信息缺失、DNS解析异常、SSL证书过期及子域名关联异常等多方面问题，无法解析的主域名与有效子域名共存，高度疑似用于隐藏恶意基础设施或规避检测的恶意活动。,2025-08-14 11:16:46
surferseo.com,benign,-,域名通过Cloudflare进行常规DNS解析和CDN服务，SSL证书由可信机构颁发，网站为合法SEO工具平台，未发现DGA行为或明确恶意特征。,2025-08-14 11:18:12
thehealthy.com,benign,-,域名解析分布合理且使用主流CDN服务，DGA检测结果为良性，无明确恶意行为特征，安全防护措施符合正常网站行为。,2025-08-14 11:19:26
mansionglobal.com,benign,-,域名用途明确为房地产资讯平台，无直接恶意行为证据，且DGA检测结果为合法，SSL证书问题可能为临时性网络问题，未发现明确恶意特征。,2025-08-14 11:20:50
imaging-resource.com,benign,-,域名用于合法的摄影资讯服务，托管服务正常，SSL证书由可信机构签发，未发现恶意行为特征。,2025-08-14 11:22:12
dradio.de,benign,-,域名dradio.de属于德国公共广播机构Deutschlandradio的官方网站，用途合法且明确，无恶意行为迹象，安全风险较低。,2025-08-14 11:23:27
myfico.com,benign,-,域名属于合法信用评分服务平台，无DGA恶意特征，IP分布符合CDN/云服务正常模式，业务内容与官方描述一致。,2025-08-14 11:24:57
cill24.com,malicious,"钓鱼网站, 数据泄露",域名存在非法药品销售行为，未要求处方且缺乏资质信息，结合SSL证书时间异常、Whois信息缺失及DNS配置集中等特征，存在诱导用户输入敏感信息和窃取数据的高风险。,2025-08-14 11:26:23
tissotwatches.com,benign,-,域名属于瑞士知名手表品牌Tissot的官方电商网站，内容合法合规，无恶意行为迹象，且DGA检测结果为良性。,2025-08-14 11:28:17
glory-casino-online.com,malicious,潜在非法活动,域名隐藏真实注册信息、SSL证书异常、涉及高风险赌博关键词且被Cloudflare安全机制拦截，存在规避监管和非法业务的嫌疑。,2025-08-14 11:29:42
nesn.com,benign,-,域名属于合法体育媒体平台，网络基础设施稳定，无恶意行为证据,2025-08-14 11:30:48
timescolonist.com,benign,-,域名通过Akamai、Cloudflare等主流CDN服务分发，DNS记录正常，且推测为加拿大合法新闻媒体网站，未发现明确恶意行为特征。,2025-08-14 11:32:19
agriculture.com,benign,-,域名使用了主流CDN和SSL证书，子域名结构合理，无明确恶意行为特征，DGA检测结果为良性。,2025-08-14 11:33:29
rbcroyalbank.com,benign,-,域名rbcroyalbank.com属于加拿大皇家银行的官方个人银行服务网站，IP分布显示其使用Akamai CDN进行全球流量分发，无异常行为或恶意特征。,2025-08-14 11:34:36
landrover.com,benign,-,域名属于Land Rover官方合法网站，用于品牌宣传和本地化服务，无恶意行为证据。,2025-08-14 11:35:59
